# List of international goals scored by Patrick Kluivert
No.,Date,Venue,Opponent,Score,Result,Competition
1,29 March 1995,"De Kuip, Rotterdam, Netherlands",Malta,4–0,4–0,UEFA Euro 1996 qualifying
2,13 December 1995,"Anfield, Liverpool, England",Republic of Ireland,1–0,2–0,UEFA Euro 1996 qualifying
3,13 December 1995,"Anfield, Liverpool, England",Republic of Ireland,2–0,2–0,UEFA Euro 1996 qualifying
4,18 June 1996,"Wembley Stadium, London, England",England,1–4,1–4,UEFA Euro 1996
5,29 March 1997,"Amsterdam Arena, Amsterdam, Netherlands",San Marino,1–0,4–0,1998 FIFA World Cup qualification
6,6 September 1997,"De Kuip, Rotterdam, Netherlands",Belgium,2–0,3–1,1998 FIFA World Cup qualification
7,24 February 1998,"Pro Player Stadium, Miami Gardens, United States",Mexico,1–0,3–2,Friendly
8,24 February 1998,"Pro Player Stadium, Miami Gardens, United States",Mexico,2–0,3–2,Friendly
9,1 June 1998,"Philips Stadion, Eindhoven, Netherlands",Paraguay,3–1,5–1,Friendly
10,5 June 1998,"Amsterdam Arena, Amsterdam, Netherlands",Nigeria,3–0,5–1,Friendly
11,5 June 1998,"Amsterdam Arena, Amsterdam, Netherlands",Nigeria,4–1,5–1,Friendly
12,4 July 1998,"Stade Vélodrome, Marseille, France",Argentina,1–0,2–1,1998 FIFA World Cup
13,7 July 1998,"Stade Vélodrome, Marseille, France",Brazil,1–1,1–1,1998 FIFA World Cup
14,5 June 1999,"Estádio Octávio Mangabeira, Nazaré, Brazil",Brazil,1–2,2–2,Friendly
15,4 September 1999,"De Kuip, Rotterdam, Netherlands",Belgium,3–2,5–5,Friendly
16,4 September 1999,"De Kuip, Rotterdam, Netherlands",Belgium,4–4,5–5,Friendly
17,4 September 1999,"De Kuip, Rotterdam, Netherlands",Belgium,5–4,5–5,Friendly
18,23 February 2000,"Amsterdam Arena, Amsterdam, Netherlands",Germany,1–0,2–1,Friendly
19,29 March 2000,"King Baudouin Stadium, Brussels, Belgium",Belgium,1–2,2–2,Friendly
20,29 March 2000,"King Baudouin Stadium, Brussels, Belgium",Belgium,2–2,2–2,Friendly
21,27 May 2000,"Amsterdam Arena, Amsterdam, Netherlands",Romania,2–0,2–1,Friendly
22,4 June 2000,"Stade Olympique de la Pontaise, Lausanne, Switzerland",Poland,2–1,3–1,Friendly
23,4 June 2000,"Stade Olympique de la Pontaise, Lausanne, Switzerland",Poland,3–1,3–1,Friendly
24,16 June 2000,"De Kuip, Rotterdam, Netherlands",Denmark,1–0,3–0,UEFA Euro 2000
25,21 June 2000,"Amsterdam Arena, Amsterdam, Netherlands",France,1–1,3–2,UEFA Euro 2000
26,25 June 2000,"De Kuip, Rotterdam, Netherlands",FR Yugoslavia,1–0,6–1,UEFA Euro 2000
27,25 June 2000,"De Kuip, Rotterdam, Netherlands",FR Yugoslavia,2–0,6–1,UEFA Euro 2000
28,25 June 2000,"De Kuip, Rotterdam, Netherlands",FR Yugoslavia,4–0,6–1,UEFA Euro 2000
29,7 October 2000,"GSP Stadium, Nicosia, Cyprus",Cyprus,4–0,4–0,2002 FIFA World Cup qualification
30,24 March 2001,"Mini Estadi, Barcelona, Spain",Andorra,1–0,5–0,2002 FIFA World Cup qualification
31,28 March 2001,"Estádio das Antas, Porto, Portugal",Portugal,2–0,2–2,2002 FIFA World Cup qualification
32,25 April 2001,"Philips Stadion, Eindhoven, Netherlands",Cyprus,3–0,4–0,2002 FIFA World Cup qualification
33,2 June 2001,"Lilleküla Stadium, Tallinn, Estonia",Estonia,3–2,4–2,2002 FIFA World Cup qualification
34,13 February 2002,"Amsterdam Arena, Amsterdam, Netherlands",England,1–0,1–1,Friendly
35,7 September 2002,"Philips Stadion, Eindhoven, Netherlands",Belarus,2–0,3–0,UEFA Euro 2004 qualifying
36,20 November 2002,"Arena AufSchalke, Gelsenkirchen, Germany",Germany,1–0,3–1,Friendly
37,30 April 2003,"Philips Stadion, Eindhoven, Netherlands",Portugal,1–0,1–1,Friendly
38,7 June 2003,"Dinamo Stadium, Minsk, Belarus",Belarus,2–0,2–0,UEFA Euro 2004 qualifying
39,6 September 2003,"De Kuip, Rotterdam, Netherlands",Austria,2–1,3–1,UEFA Euro 2004 qualifying
40,11 October 2003,"Philips Stadion, Eindhoven, Netherlands",Moldova,1–0,5–0,UEFA Euro 2004 qualifying
