# List of international goals scored by John Barnes
No.,Date,Venue,Opponent,Score,Result,Competition
1,10 June 1984,"Maracanã Stadium, Rio de Janeiro, Brazil",Brazil,1–0,2–0,Friendly
2,18 June 1986,"Besiktas Inonu Stadium, Istanbul, Turkey",Turkey,4–0,8–0,1986 FIFA World Cup qualifier
3,18 June 1986,"Besiktas Inonu Stadium, Istanbul, Turkey",Turkey,5–0,8–0,1986 FIFA World Cup qualifier
4,14 October 1987,"Wembley Stadium, London, England",Turkey,1–0,8–0,UEFA Euro 1988 qualifier
5,14 October 1987,"Wembley Stadium, London, England",Turkey,3–0,8–0,UEFA Euro 1988 qualifier
6,11 November 1987,"Red Star Stadium, Belgrade, Yugoslavia",Yugoslavia,2–0,4–1,UEFA Euro 1988 qualifier
7,8 March 1989,"Qemal Stafa Stadium, Tirana, Albania",Albania,1–0,2–0,1990 FIFA World Cup qualifier
8,3 June 1989,"Wembley Stadium, London, England",Poland,2–0,3–0,1990 FIFA World Cup qualifier
9,22 May 1990,"Wembley Stadium, London, England",Uruguay,1–1,1–2,Friendly
10,28 April 1993,"Wembley Stadium, London, England",Netherlands,1–0,2–2,1994 FIFA World Cup qualifier
