# Appearances and goals by club, season and competition
Club,Season,League Division,League Apps,League Goals,National cup Apps,National cup Goals,League cup Apps,League cup Goals,Continental Apps,Continental Goals,Other Apps,Other Goals,Total Apps,Total Goals
Atlas,1996–97,Mexican Primera División,24,2,—,—,—,—,—,—,—,—,24,2
Atlas,1997–98,Mexican Primera División,20,1,—,—,—,—,—,—,—,—,20,1
Atlas,1998 –99,Mexican Primera División,33,3,—,—,—,—,—,—,—,—,33,3
Atlas,Total,Total,77,6,—,—,—,—,—,—,—,—,77,6
Monaco,1999–2000,Ligue 1,23,3,2,0,2,0,6,0,—,—,33,3
Monaco,2000–01,Ligue 1,15,1,0,0,3,0,4,0,0,0,22,1
Monaco,2001–02,Ligue 1,21,0,3,0,2,0,—,—,—,—,26,0
Monaco,2002–03,Ligue 1,30,1,0,0,3,0,—,—,—,—,33,1
Monaco,Total,Total,89,5,5,0,10,0,10,0,0,0,114,5
Barcelona,2003–04,La Liga,22,1,6,0,—,—,3,0,—,—,31,1
Barcelona,2004–05,La Liga,34,3,1,0,—,—,6,0,—,—,41,3
Barcelona,2005–06,La Liga,25,0,3,1,—,—,8,0,1,0,37,1
Barcelona,2006–07,La Liga,21,1,5,0,—,—,6,0,5,1,37,2
Barcelona,2007–08,La Liga,23,2,5,0,—,—,8,0,—,—,36,2
Barcelona,2008–09,La Liga,23,1,4,1,—,—,10,1,—,—,37,3
Barcelona,2009–10,La Liga,15,1,3,0,—,—,4,0,1,0,23,1
Barcelona,2010– 11,La Liga,0,0,—,—,—,—,—,—,—,—,0,0
Barcelona,Total,Total,163,9,27,2,—,—,45,1,7,1,242,13
New York Red Bulls,2010,Major League Soccer,10,1,2,0,—,—,—,—,0,0,12,1
New York Red Bulls,2011,Major League Soccer,19,0,2,0,—,—,—,—,0,0,21,0
New York Red Bulls,2012,Major League Soccer,15,0,2,0,—,—,—,—,0,0,17,0
New York Red Bulls,Total,Total,44,1,6,0,—,—,—,—,0,0,50,1
León,2012–13,Liga MX,13,0,—,—,—,—,1,0,—,—,14,1
León,2013–14,Liga MX,35,1,—,—,—,—,7,0,—,—,42,1
León,2014–15,Liga MX,2,0,—,—,—,—,—,—,—,—,2,0
León,Total,Total,50,1,—,—,—,—,8,0,—,—,58,1
Hellas Verona,2014–15,Serie A,26,0,3,0,—,—,—,—,—,—,29,0
Hellas Verona,2015–16,Serie A,9,0,1,0,—,—,—,—,—,—,10,0
Hellas Verona,Total,Total,35,0,4,0,—,—,—,—,—,—,39,0
Atlas,2015–16,Liga MX,14,1,—,—,—,—,—,—,—,—,14,1
Atlas,2016–17,Liga MX,23,0,—,—,—,—,—,—,—,—,23,0
Atlas,2017–18,Liga MX,21,0,—,—,—,—,—,—,—,—,21,0
Atlas,Total,Total,58,1,—,—,—,—,—,—,—,—,58,1
Career total,Career total,Career total,516,23,42,2,10,0,63,1,7,1,638,27
